asin,price
10,3
16,9
29,16
43,9
0,17
26,42
21,22
8,11
19,30
49,20
3,5
23,8
4,30
15,14
15,34
39,12
46,44
15,44
13,41
24,35
3,23
34,6
29,25
23,2
36,0
27,22
17,17
22,35
33,7
5,7
33,1
42,36
48,35
24,33
0,48
2,35
4,29
24,5
42,39
25,15
43,44
17,27
38,26
4,36
32,21
35,30
2,35
29,47
45,6
18,14
38,31
17,1
30,6
49,45
27,3
15,38
14,33
5,30
19,31
44,13
39,42
47,38
13,2
16,40
38,49
24,4
10,28
35,29
49,44
5,26
1,19
44,48
20,31
19,43
30,1
30,27
46,13
43,3
48,20
47,29
23,27
1,29
3,32
49,16
25,47
10,40
5,22
37,33
23,34
17,35
44,40
49,42
3,11
3,17
46,34
35,18
43,24
39,22
31,31
32,21
48,32
35,27
44,3
15,44
23,34
19,42
32,24
24,45
8,24
32,24
20,49
22,6
16,1
12,6
39,2
38,45
10,37
0,1
5,14
40,33
22,44
43,29
3,28
48,35
34,24
16,14
37,6
32,5
23,21
5,43
8,18
20,35
38,0
19,22
48,21
11,15
11,49
40,36
4,7
46,17
21,32
11,5
10,25
14,31
6,19
32,27
41,47
26,24
42,0
23,24
22,1
17,3
10,27
5,17
36,48
20,34
44,4
46,21
7,46
23,29
44,28
29,32
5,4
11,6
16,0
10,19
36,19
44,24
18,22
26,8
33,11
6,41
34,43
1,10
3,15
31,13
6,23
7,8
45,47
12,26
38,24
46,33
40,47
10,25
38,20
3,3
8,32
45,19
44,23
3,27
9,45
29,30
40,4
19,35
10,4
40,17
46,16
32,26
31,41
24,27
16,0
5,0
38,38
2,39
9,22
0,30
2,47
16,48
12,11
10,19
6,49
4,0
49,45
8,47
26,32
26,41
24,47
27,47
7,6
42,12
41,31
44,8
23,48
21,27
5,6
33,4
48,26
32,33
17,47
12,16
28,35
46,43
31,3
25,26
14,21
12,32
41,42
9,29
22,49
26,46
9,9
17,22
49,15
32,23
10,42
32,2
32,22
30,20
25,48
2,25
9,31
28,13
37,12
25,39
34,18
2,23
24,2
27,0
12,23
5,22
26,15
41,13
37,10
10,12
46,3
37,47
20,46
20,20
19,44
27,15
41,25
4,38
2,9
40,17
36,3
28,7
47,49
12,44
6,22
32,32
38,3
31,8
46,34
29,35
22,2
36,1
13,44
42,2
43,25
14,29
3,28
20,1
6,34
22,31
23,6
6,32
13,24
20,37
38,20
16,28
10,46
48,48
4,32
39,28
49,10
19,7
22,26
6,33
46,28
43,20
39,21
0,39
37,46
16,48
2,30
14,9
42,4
15,7
10,40
30,46
22,20
3,25
36,25
12,34
45,38
2,33
27,39
40,49
5,35
35,4
42,20
6,23
41,41
21,36
24,9
45,18
15,26
40,12
8,5
23,20
39,8
44,49
40,22
38,39
9,20
22,33
12,24
34,46
6,38
8,1
20,31
31,13
30,8
39,28
5,13
12,23
26,23
7,49
39,44
0,25
47,28
11,20
27,31
37,20
22,23
39,24
43,42
9,1
29,18
2,22
23,26
35,44
43,27
7,47
6,5
5,42
13,49
30,0
22,13
26,20
1,38
22,9
46,9
15,32
30,12
47,16
9,1
46,3
30,48
35,11
24,37
9,43
33,49
40,17
11,11
29,29
38,16
18,2
5,19
42,43
17,16
5,24
0,45
26,38
26,47
42,8
30,43
24,33
32,33
19,11
20,3
33,48
49,11
45,49
37,17
45,8
39,8
8,22
47,36
41,20
3,9
22,37
37,42
17,49
48,38
35,48
38,29
30,46
6,25
1,41
17,11
5,8
28,20
43,32
33,20
49,19
19,26
9,4
34,30
39,18
23,42
3,40
17,3
27,4
15,23
33,15
32,15
20,29
46,15
32,44
22,37
48,12
17,10
19,1
17,19
26,47
49,37
43,1
35,38
13,11
39,28
23,5
17,12
29,22
49,12
11,48
21,6
22,24
4,2
28,8
17,25
27,19
30,31
23,35
1,0
10,28
32,28
47,18
23,41
41,5
40,20
2,24
3,0
19,40
42,12
20,42
29,28
49,47
11,5
34,40
21,29
10,30
33,21
41,21
23,36
18,15
47,24
39,8
13,12
43,8
6,45
41,11
0,6
43,43
14,8
22,14
10,31
2,1
35,26
17,32
15,9
37,7
13,45
22,48
10,44
6,12
48,33
16,44
37,24
34,46
43,0
39,38
26,1
48,10
43,25
18,24
34,39
49,10
17,23
19,21
19,0
18,17
3,16
7,7
2,43
12,8
46,33
9,9
36,0
32,39
16,25
17,19
23,33
2,17
48,47
37,41
48,40
18,32
21,13
7,41
12,41
23,0
1,30
11,5
7,31
41,1
8,49
28,33
37,46
39,39
3,5
43,35
30,34
1,44
47,33
20,0
23,16
40,24
5,9
11,45
33,4
40,46
14,11
41,2
9,10
37,47
10,19
17,41
18,0
39,46
2,4
20,8
33,28
10,27
31,48
39,33
25,7
3,11
0,37
20,32
43,25
32,16
48,12
35,8
6,13
37,29
42,20
37,9
20,25
26,49
49,46
4,45
9,25
41,22
26,49
45,2
46,22
25,21
9,6
34,28
26,17
7,24
47,46
1,43
26,39
29,10
5,24
36,4
15,41
17,21
20,44
43,22
29,16
37,23
21,44
0,48
25,15
38,5
42,44
35,6
38,29
13,9
33,32
42,44
37,2
17,1
47,24
20,8
28,31
42,11
6,19
28,13
17,32
19,24
9,38
12,42
36,7
31,12
44,32
26,14
35,20
30,22
21,15
40,32
24,15
35,1
21,49
22,11
39,28
46,4
12,29
36,35
5,22
14,9
14,33
21,16
38,33
35,32
10,7
48,13
23,14
1,0
10,4
16,42
20,48
28,5
31,38
43,45
34,9
6,17
22,31
4,48
24,38
41,12
32,32
40,35
48,32
49,16
35,16
13,4
43,24
30,42
44,33
11,28
23,10
41,31
44,25
32,12
14,14
31,37
13,36
39,24
47,33
7,30
0,12
23,19
37,20
17,7
35,6
30,38
27,6
24,25
18,36
7,32
21,33
15,1
12,19
37,30
11,0
24,34
21,36
8,19
20,46
34,45
38,27
27,10
10,9
7,35
33,20
41,8
0,35
45,20
24,48
30,33
41,42
1,5
7,40
20,32
27,6
31,46
0,41
1,28
34,37
32,44
6,23
43,43
46,35
12,37
37,14
0,4
29,3
16,48
33,24
2,15
33,10
42,11
3,49
16,25
5,42
29,20
43,33
19,31
21,34
31,4
30,36
39,23
24,37
8,12
13,44
34,45
22,17
26,19
29,33
13,21
15,44
28,29
7,19
35,19
46,30
7,31
30,3
28,21
11,24
3,32
36,2
32,14
35,30
1,5
6,8
9,27
33,11
7,48
4,25
4,21
34,18
21,5
29,6
44,39
47,36
6,41
39,33
5,5
26,2
17,26
40,32
29,13
33,24
38,1
19,41
24,1
0,41
7,16
36,15
43,11
27,29
2,2
48,47
13,11
42,41
16,49
6,17
23,20
42,30
45,37
38,43
49,28
46,39
4,7
44,9
3,12
23,2
28,36
40,28
22,6
13,13
3,41
16,26
19,3
5,38
48,44
4,3
49,28
37,2
48,42
17,16
0,43
34,3
47,34
43,47
14,9
15,40
41,49
20,15
13,40
35,10
17,7
16,47
19,16
31,49
20,3
41,32
4,6
39,45
37,37
8,18
8,22
45,27
3,12
28,39
24,5
25,42
12,24
24,30
15,39
22,27
17,13
0,8
30,31
19,7
37,2
4,25
19,41
17,39
3,0
33,30
4,4
35,23
49,48
36,20
49,21
31,44
7,38
24,38
32,6
31,25
30,17
40,42
30,46
8,39
42,20
49,26
27,37
10,9
19,34
7,3
48,47
49,7
0,0
4,29
9,33
0,38
40,25
10,23
13,21
8,36
21,38
47,26
2,18
3,13
21,41
16,14
28,30
42,43
28,46
22,40
29,2
15,32
45,30
29,30
6,46
37,40
18,35
0,45
35,7
43,2
19,2
23,33
43,24
45,42
21,7
6,21
28,35
40,6
6,25
15,46
35,15
31,35
46,33
48,39
4,25
9,28
24,2
39,46
27,21
41,16
44,48
12,30
31,7
32,9
45,38
38,7
43,34
41,47
15,11
49,36
44,21
35,4
10,18
6,30
39,41
45,34
46,18
1,25
44,25
24,25
4,8
48,25
27,1
45,43
16,3
2,49
39,3
34,14
28,25
31,10
12,12
48,29
6,25
25,1
13,47
8,6
41,33
29,49
20,44
48,10
33,16
25,14
21,8
49,23
39,2
10,22
46,33
16,25
26,22
37,13
14,46
47,19
12,39
28,37
20,15
13,25
12,32
38,38
41,8
21,17
18,7
34,6
41,31
34,47
7,29
8,15
49,20
25,33
5,29
11,29
43,28
47,12
47,44
49,19
17,42
39,0
30,13
22,23
47,10
11,24
6,45
47,49
33,4
22,26
28,46
40,36
7,47
20,17
41,21
8,3
35,48
45,6
41,8
36,22
48,35
42,8
6,45
43,15
31,8
1,31
23,17
39,33
18,49
29,46
43,38
15,39
11,45
42,36
47,43
20,45
41,49
16,19
49,48
20,14
33,37
41,36
32,25
20,4
41,0
49,3
23,14
15,15
14,41
40,0
17,6
43,36
34,2
34,4
5,30
31,35
47,5
42,8
27,35
40,41
23,15
35,48
6,6
44,30
44,36
1,26
38,0
19,36
23,35
27,28
24,34
2,34
3,4
45,28
12,20
1,9
8,8
4,8
37,43
34,15
13,28
45,4
1,33
28,29
13,38
33,23
27,27
1,15
37,8
47,32
19,40
41,11
40,46
23,49
44,33
6,22
4,1
30,9
43,23
12,13
16,19
29,35
48,24
34,23
6,31
33,10
28,1
38,21
27,41
21,6
42,11
13,17
11,41
9,28
32,3
19,3
20,32
48,7
45,46
2,25
46,21
26,43
41,2
8,39
31,23
4,28
32,15
35,10
20,30
4,28
4,1
33,32
6,35
36,20
5,28
41,45
31,14
41,6
39,18
14,4
5,30
15,27
47,22
35,8
18,44
8,45
12,25
35,32
46,39
30,23
23,6
49,1
40,20
40,19
12,10
10,20
33,35
25,40
27,46
23,26
33,3
8,3
44,0
23,39
6,44
9,18
7,10
38,37
37,5
22,11
46,8
49,13
23,43
14,43
3,40
29,20
17,37
24,23
30,45
39,48
19,19
36,39
18,34
42,8
45,31
42,15
30,43
34,24
0,9
21,42
22,40
23,20
7,2
43,22
8,16
23,19
21,17
16,19
45,26
0,25
16,29
21,45
9,12
30,42
48,2
40,5
4,35
8,30
17,15
43,17
26,3
9,10
6,34
6,23
3,33
21,32
42,21
38,49
27,36
14,47
29,26
47,6
2,23
8,49
23,30
14,38
12,17
10,22
34,47
17,10
17,14
37,43
25,42
8,46
43,21
38,7
8,27
1,49
49,33
15,44
23,40
0,25
22,38
2,26
28,12
39,0
33,0
20,33
23,2
3,25
4,29
29,42
31,25
35,15
13,42
1,35
32,33
1,25
11,32
19,38
49,23
5,41
12,17
30,19
19,42
40,42
29,19
11,23
18,25
5,9
17,17
28,10
14,38
10,9
28,20
15,42
28,34
16,17
6,32
6,8
10,46
26,38
9,26
6,11
36,46
5,36
36,31
19,26
1,7
17,9
30,20
0,43
37,8
19,7
8,27
6,13
12,31
17,24
20,41
45,8
41,0
39,2
8,15
32,48
34,35
37,17
39,35
20,39
24,11
37,35
43,15
45,13
45,10
41,16
42,1
36,12
21,10
0,15
4,40
9,32
3,47
15,2
46,17
17,5
23,38
8,25
31,2
29,30
33,13
15,32
40,1
30,34
35,42
45,9
43,27
2,30
3,35
46,35
18,35
38,3
35,41
23,5
35,43
18,13
28,36
45,21
12,34
16,13
9,38
18,13
32,35
33,9
42,17
21,48
48,47
28,3
3,27
19,40
32,33
2,34
5,23
20,18
4,18
18,1
33,43
19,40
29,30
44,29
26,33
0,36
18,4
16,36
20,20
27,40
35,49
17,21
28,42
19,41
18,3
30,32
10,45
38,25
11,42
21,26
11,29
6,42
48,37
16,1
46,40
32,40
20,25
44,44
38,5
36,44
49,22
5,26
20,9
24,39
29,36
7,29
27,9
32,48
40,33
15,6
37,27
16,34
42,37
27,12
5,46
8,26
28,35
11,18
1,7
0,44
17,26
32,16
43,39
47,42
5,1
41,7
45,19
28,23
2,0
2,6
21,21
1,28
30,15
6,29
37,15
12,22
14,15
2,48
48,24
30,37
35,8
18,41
30,0
45,32
12,43
11,14
39,40
15,15
35,14
8,7
43,7
24,3
29,16
40,14
44,9
33,18
28,33
30,10
39,44
48,47
13,48
17,27
3,46
0,19
16,35
13,4
41,33
7,12
46,41
36,28
41,38
17,47
25,12
41,40
44,1
28,35
12,45
6,27
33,37
18,30
18,34
19,39
25,34
15,16
16,47
6,2
21,16
43,41
17,17
31,10
49,21
34,22
15,3
49,20
1,0
28,3
27,2
1,36
22,14
5,44
6,30
4,26
44,29
20,7
39,35
9,1
19,18
32,4
19,41
35,37
9,13
30,41
14,14
33,39
20,12
46,44
26,23
0,7
35,32
31,49
29,48
15,1
12,18
15,24
5,22
27,12
4,21
19,23
36,5
13,27
39,34
28,32
13,7
0,32
8,33
30,45
10,2
5,4
31,2
14,25
41,40
32,28
47,34
44,29
5,20
41,41
4,16
2,14
44,23
42,23
18,37
18,24
7,6
46,1
42,38
17,22
42,42
48,11
18,36
30,43
48,24
39,4
23,14
9,48
13,32
34,32
45,48
35,25
30,16
15,15
15,49
4,47
35,12
22,5
43,28
16,24
16,16
40,17
20,27
26,0
19,41
5,30
31,48
19,18
28,9
24,27
5,21
42,16
26,23
40,37
28,34
0,7
19,37
14,30
24,35
14,11
35,31
15,9
22,41
10,36
28,48
46,46
32,5
7,22
18,7
24,34
27,27
37,46
38,14
37,17
39,23
46,29
35,28
24,3
18,7
0,17
41,16
21,43
40,49
32,38
6,33
5,30
33,27
6,19
6,25
37,6
47,30
44,45
46,2
3,22
38,22
28,39
49,9
7,34
13,29
22,13
49,26
15,45
14,22
42,23
37,45
20,11
42,14
41,36
15,44
26,48
41,8
28,36
48,47
1,9
11,13
27,13
24,21
1,38
24,2
8,29
22,2
48,27
29,23
49,36
37,22
3,35
3,37
19,0
47,25
39,16
5,19
6,12
15,19
46,41
18,24
2,49
48,21
28,28
6,1
46,34
21,24
22,35
0,37
10,3
12,16
34,13
10,5
15,33
18,23
42,1
0,40
7,40
3,32
2,20
37,6
42,20
3,21
1,28
22,16
13,13
1,23
37,44
40,5
21,25
48,32
31,30
43,45
14,27
26,6
18,4
21,38
44,2
35,19
0,14
1,34
13,48
18,23
30,29
25,1
4,0
12,13
26,32
19,7
38,14
38,7
32,49
28,47
48,22
48,27
35,33
10,36
20,36
38,34
47,35
45,43
30,10
17,23
45,10
24,44
16,11
8,38
38,3
31,17
42,34
25,28
47,17
47,4
32,38
12,18
41,40
26,33
6,24
9,25
10,1
34,0
46,13
13,27
9,40
24,32
34,2
47,1
44,41
5,43
41,2
1,46
0,4
5,37
16,45
43,38
37,21
35,18
1,15
33,23
33,36
37,11
40,43
5,7
22,7
30,3
31,7
21,11
20,14
4,45
30,33
22,42
6,8
24,2
42,17
22,41
10,18
42,19
33,36
25,13
24,7
0,41
39,46
19,2
9,45
31,11
0,29
0,6
1,13
20,29
4,34
35,38
38,13
21,18
27,42
31,40
41,42
2,39
39,15
30,11
35,49
31,40
32,6
16,34
22,44
7,10
24,4
23,19
11,3
41,35
7,27
44,5
7,17
30,44
10,16
46,19
10,40
10,0
35,34
9,33
8,13
5,29
48,21
33,3
6,38
16,48
40,15
30,19
35,16
36,11
11,38
20,18
11,30
27,8
47,47
20,29
45,23
40,10
41,37
30,23
39,9
39,16
43,10
49,37
29,35
32,40
37,32
39,42
42,4
42,3
3,36
19,27
17,19
12,45
5,47
8,0
40,23
0,29
21,31
27,28
15,36
25,45
5,22
24,32
27,41
41,7
12,6
7,18
13,31
12,36
48,12
1,33
27,32
27,30
34,49
41,29
34,44
17,10
39,29
49,10
8,27
10,39
33,23
15,15
20,9
16,37
4,45
12,24
28,24
49,19
1,43
38,15
38,38
20,15
16,42
40,18
17,12
47,8
13,20
19,49
10,30
17,24
49,33
45,6
46,21
2,34
7,4
45,28
36,10
35,16
39,35
3,41
33,5
9,36
19,24
37,41
26,36
1,19
36,38
14,29
1,22
0,1
41,10
32,45
7,46
4,39
27,21
9,44
0,39
1,47
37,7
20,26
12,31
20,26
9,25
41,28
37,28
27,28
34,9
4,24
24,1
31,13
45,44
26,2
2,39
21,13
12,21
4,15
40,23
9,28
33,20
47,1
14,35
34,3
35,41
48,34
20,6
48,39
23,20
4,18
11,14
6,14
1,39
13,7
19,24
9,10
39,38
17,37
18,21
29,36
22,13
24,3
17,25
46,43
42,10
6,24
37,41
27,26
26,20
15,29
21,41
27,14
29,4
20,33
11,19
18,23
24,32
33,4
26,28
14,4
5,43
37,8
49,26
1,5
31,4
46,34
22,25
36,43
34,38
44,18
35,3
20,34
6,41
46,26
33,31
34,25
3,10
29,7
17,22
16,48
43,32
34,32
28,15
45,7
40,27
42,18
23,17
1,32
28,32
21,18
10,37
42,26
37,33
17,47
37,47
42,6
46,15
16,14
49,30
39,11
21,23
41,39
47,41
43,7
14,47
13,9
19,11
38,34
43,44
24,2
19,21
11,31
43,7
33,20
8,30
35,11
38,22
9,6
33,27
37,12
39,10
13,16
33,43
18,43
44,16
33,21
37,30
24,10
33,26
5,9
22,43
10,30
28,10
43,14
10,21
5,49
37,49
13,32
10,39
42,9
22,36
23,48
30,3
6,49
38,13
47,47
27,20
19,4
45,3
6,11
32,21
7,44
19,46
26,36
24,18
45,40
17,18
44,18
45,9
38,23
45,41
47,9
18,43
49,43
9,9
38,31
27,4
2,0
14,26
33,37
11,36
18,4
9,7
37,16
2,26
8,2
29,28
36,23
11,0
31,17
8,11
16,49
11,1
20,21
20,25
39,8
5,41
33,27
46,26
26,29
25,19
9,23
5,40
43,40
7,48
46,8
33,38
47,36
8,43
27,21
28,8
16,24
0,32
44,25
15,1
28,33
32,10
20,34
16,46
18,10
14,11
14,34
47,17
44,25
48,35
1,46
12,48
34,13
8,44
35,14
42,46
44,22
34,31
41,17
37,15
2,0
37,13
11,5
38,32
43,22
47,22
9,45
24,7
41,8
26,25
37,10
42,30
18,3
9,33
48,48
21,6
6,47
43,40
44,21
6,47
8,44
12,36
24,39
24,2
44,49
18,47
30,5
8,28
27,15
28,38
11,43
18,25
43,12
42,40
47,20
45,18
13,49
11,5
15,44
16,35
11,49
38,3
44,33
20,22
40,39
9,23
40,4
29,4
24,14
38,5
13,36
42,16
33,16
40,24
26,0
49,44
42,10
29,10
24,6
29,46
6,36
8,16
10,47
17,48
47,25
6,34
38,19
36,8
38,15
39,34
9,43
39,49
4,39
11,24
44,10
3,7
13,30
12,21
2,20
36,8
4,35
26,23
26,38
33,25
16,41
12,43
8,43
9,10
2,31
47,3
0,46
12,10
20,17
8,42
4,7
5,27
34,35
48,26
43,49
43,2
40,35
0,17
12,17
36,3
37,45
44,20
24,36
19,20
24,32
38,7
37,32
22,3
38,17
24,33
7,27
4,9
5,6
45,26
34,34
33,3
12,43
30,43
13,49
11,13
29,16
11,27
38,39
16,30
45,31
8,43
31,43
47,46
32,48
21,45
7,28
23,17
39,29
19,14
1,10
38,19
24,14
27,43
46,23
11,11
42,32
22,41
20,19
49,25
24,25
0,49
42,48
0,38
21,42
10,16
2,41
33,13
44,8
15,48
39,40
41,30
47,22
4,21
34,0
2,21
41,20
30,48
17,42
5,2
46,15
15,24
15,43
5,24
41,37
45,10
43,15
19,24
48,24
9,12
49,13
44,17
33,20
4,29
36,39
45,9
9,18
14,4
14,49
49,18
8,16
26,22
40,30
9,42
40,12
1,46
5,14
2,16
39,19
46,6
27,3
19,3
43,29
3,20
36,19
34,43
44,8
3,29
19,16
8,4
27,21
32,45
2,45
38,28
40,43
24,33
10,13
18,1
22,45
14,30
35,17
15,37
17,25
40,12
6,11
12,21
23,11
35,36
3,20
23,45
33,3
44,13
49,17
26,2
35,3
27,7
33,15
8,46
34,32
33,38
49,37
31,31
8,11
47,36
12,27
40,42
15,16
16,20
16,27
16,39
19,48
5,10
44,41
10,34
14,7
21,4
29,32
48,25
43,24
18,13
28,4
29,4
22,9
39,18
10,5
25,39
19,26
20,41
48,47
4,18
36,13
29,19
20,13
37,23
37,41
45,33
9,29
33,24
39,38
30,14
21,37
32,12
21,6
0,24
26,17
37,11
30,43
5,18
38,29
37,44
27,43
20,13
23,32
38,48
17,28
11,17
2,7
22,28
28,28
23,2
1,14
16,45
11,12
44,6
20,2
30,25
7,5
42,19
3,41
46,34
48,49
28,19
37,21
45,13
41,41
25,38
41,41
31,36
20,21
46,47
12,18
25,36
10,12
11,23
40,23
41,35
18,11
5,14
32,5
16,12
24,11
15,34
25,10
1,6
21,22
16,46
30,32
37,46
3,20
26,46
31,23
35,34
46,15
13,33
17,11
0,36
10,13
39,6
8,26
37,3
21,0
8,33
19,47
32,27
40,43
22,21
15,5
49,23
12,15
12,41
4,21
48,8
14,2
11,34
3,8
38,27
24,15
41,22
49,7
15,17
4,0
9,34
13,10
25,44
26,11
29,22
48,21
25,26
24,19
3,11
16,42
43,29
5,14
24,44
4,31
37,21
28,47
47,39
8,16
40,36
22,0
14,44
0,1
12,24
35,13
21,16
39,33
37,6
7,32
7,38
8,48
33,16
49,46
15,46
25,21
31,16
10,31
9,9
30,24
30,14
46,13
25,43
16,3
30,40
15,24
20,24
48,16
38,37
37,40
42,32
3,36
29,43
34,35
1,28
28,36
21,46
27,12
16,42
48,24
27,27
4,6
8,26
18,24
45,38
16,49
6,48
29,35
9,7
2,49
0,34
40,46
4,42
37,41
10,26
16,26
39,1
8,47
49,41
34,42
18,25
46,40
0,10
32,15
43,44
20,24
49,19
26,28
48,15
45,17
9,45
13,41
0,24
19,28
5,49
7,1
12,3
17,2
30,12
21,44
18,35
43,5
44,13
39,13
43,17
28,29
25,7
45,45
34,14
2,18
34,12
33,33
36,45
24,48
17,29
33,20
9,27
37,40
43,32
45,35
22,39
21,40
10,33
11,44
8,16
47,47
2,31
0,13
45,2
44,30
35,10
40,49
29,34
44,42
10,19
11,34
14,18
16,40
17,8
26,0
48,38
38,11
31,29
49,35
6,4
13,24
49,3
6,47
9,24
27,17
2,5
21,10
40,12
39,2
24,4
30,25
37,35
39,7
36,46
26,35
45,19
0,29
44,32
34,18
21,25
9,10
21,16
33,11
9,22
31,42
15,5
15,25
30,4
19,20
49,8
19,41
21,48
23,40
6,25
10,41
40,3
38,27
10,45
34,15
38,34
21,49
26,12
13,14
37,5
41,27
36,13
23,23
31,20
15,23
37,3
48,30
21,44
49,33
3,22
10,4
40,26
38,41
27,41
36,12
1,1
36,5
39,36
32,29
6,41
1,32
24,45
25,28
47,37
7,30
22,45
9,48
21,10
30,5
39,5
27,35
14,38
36,8
32,6
24,13
3,33
38,20
49,33
18,1
15,1
39,39
26,17
9,5
6,12
40,19
42,31
20,14
38,32
36,46
32,49
24,37
17,21
43,26
42,17
30,19
9,26
1,30
21,44
40,29
18,46
35,3
39,23
12,39
32,29
5,40
35,41
28,39
38,18
0,43
35,12
25,47
14,18
38,2
49,25
11,42
32,47
7,44
27,7
41,45
3,19
23,13
3,5
0,14
19,10
45,23
48,9
42,15
45,47
21,8
2,18
31,45
39,24
35,8
45,13
21,35
37,34
43,32
28,48
21,6
33,30
29,27
41,26
22,46
45,25
32,41
18,49
38,27
43,8
36,35
49,44
41,13
43,35
42,5
46,36
11,20
5,41
28,33
30,19
19,27
23,36
26,40
47,27
34,6
49,21
49,43
14,42
15,40
32,45
12,3
23,31
18,34
30,1
18,10
34,34
14,18
37,19
32,40
45,27
15,23
36,7
30,44
36,29
47,25
5,25
20,33
3,46
12,7
8,42
25,4
39,10
22,15
42,34
2,18
37,19
11,34
47,8
19,13
0,43
5,46
23,31
3,28
15,27
9,5
22,33
30,6
15,48
2,10
40,26
31,34
25,49
21,21
31,9
21,0
35,12
6,15
5,23
19,36
8,34
44,39
35,43
30,22
31,4
48,31
17,30
20,32
1,4
12,32
22,49
14,17
9,10
38,46
25,0
35,47
25,24
24,28
22,8
44,28
13,0
46,4
41,0
35,33
48,34
45,40
11,25
16,13
43,6
37,13
18,0
42,46
10,21
33,6
18,35
48,13
46,36
11,29
36,25
33,23
7,40
0,45
7,20
19,7
14,2
12,14
25,10
37,5
26,14
11,17
23,9
29,32
20,41
29,34
47,0
49,44
36,16
46,28
3,36
6,40
44,2
39,1
33,45
28,22
27,44
42,3
6,46
40,26
22,34
46,41
26,15
46,39
32,32
12,13
8,33
14,8
13,25
20,13
19,1
21,29
7,27
16,28
4,42
17,12
19,27
44,12
30,20
22,30
29,3
30,24
44,31
36,22
10,5
21,11
47,1
24,46
46,21
42,38
48,24
31,46
1,39
27,7
22,28
42,10
28,31
2,0
28,31
30,7
16,16
15,47
48,39
36,28
36,2
41,15
19,39
39,28
43,0
43,17
39,37
15,32
3,35
45,1
37,12
41,20
15,14
31,48
7,10
49,27
7,7
40,23
21,49
35,15
26,12
46,22
13,30
39,33
23,10
23,26
24,43
10,3
42,35
15,1
7,20
23,15
30,7
49,40
13,15
48,16
18,0
31,1
15,16
17,24
19,20
36,37
30,40
31,22
11,45
5,18
43,24
3,23
17,30
30,15
25,38
35,22
13,30
37,46
45,29
26,16
1,11
10,18
17,43
37,22
25,32
43,20
16,41
42,26
6,28
1,47
49,30
18,43
4,11
9,4
37,30
44,6
29,21
3,45
18,12
5,18
18,27
31,25
4,33
3,19
28,34
41,22
29,15
40,34
21,13
0,31
29,11
0,45
36,17
32,19
9,41
20,31
35,17
11,5
42,19
41,12
30,20
29,11
45,30
28,3
29,10
36,31
48,1
27,28
45,4
40,22
32,48
22,20
27,45
30,26
37,5
8,28
12,38
18,30
12,16
42,23
12,7
49,48
32,31
35,4
48,30
38,11
17,8
1,35
10,48
35,34
49,49
28,34
29,19
2,29
26,29
7,30
18,37
37,44
35,39
33,12
20,13
16,35
20,43
29,10
12,29
22,49
2,22
42,45
11,0
37,31
24,19
32,21
29,26
44,37
44,3
28,3
7,41
44,8
30,42
3,24
2,26
41,29
5,49
47,34
28,13
23,40
35,31
36,31
32,2
4,15
36,48
28,2
38,35
36,9
9,14
7,48
2,6
48,24
8,3
38,12
47,0
11,15
43,24
45,15
45,8
29,16
7,29
6,39
13,2
5,45
12,29
33,29
33,9
2,4
34,30
34,5
28,34
15,0
7,35
16,18
19,6
26,38
23,4
29,9
25,4
48,42
16,36
34,39
31,19
15,31
18,24
29,9
46,30
47,39
29,22
4,37
7,39
37,3
6,18
44,46
37,34
30,40
26,21
41,9
14,31
27,3
22,28
18,34
20,2
8,24
17,25
45,21
10,3
6,15
9,34
41,33
17,44
33,15
33,12
43,5
26,3
25,48
49,1
38,40
16,8
6,35
38,23
28,25
20,38
2,6
15,26
47,20
13,32
15,27
13,35
42,19
38,40
23,24
37,46
49,0
44,45
31,30
19,17
6,42
16,3
28,41
44,12
23,38
36,39
38,16
7,38
15,42
31,31
13,32
12,47
24,49
47,39
43,6
10,28
11,43
4,37
35,6
24,9
37,8
0,39
41,32
2,39
17,26
7,1
3,34
45,0
26,34
19,20
37,13
8,0
32,41
38,16
41,6
48,20
18,1
43,7
30,44
8,49
20,15
30,19
42,35
37,24
49,29
24,49
49,0
14,21
0,18
6,12
17,33
42,39
18,0
17,25
45,25
10,39
49,14
8,42
20,13
28,10
44,3
38,42
15,9
13,24
15,21
40,12
4,14
30,11
30,6
30,47
11,9
32,46
21,32
37,37
15,15
25,24
10,14
45,25
2,46
0,7
48,28
41,30
46,25
20,29
35,44
22,36
16,31
21,46
3,6
16,45
12,1
11,48
11,43
9,46
40,2
16,21
34,28
35,9
46,14
47,3
32,17
7,33
4,43
45,31
49,19
45,43
5,23
11,3
22,16
49,25
44,1
21,45
24,21
23,49
1,17
25,21
12,14
12,6
14,5
12,11
36,11
46,20
1,13
6,12
4,8
33,46
16,8
8,5
0,26
34,0
34,29
9,18
21,6
15,35
34,42
1,5
36,18
41,24
32,41
37,27
31,37
29,48
8,0
16,0
33,28
25,49
29,45
24,45
42,0
38,25
34,12
10,48
48,3
30,9
18,13
16,9
22,41
28,5
43,49
10,18
11,14
6,10
10,25
43,42
46,42
33,48
37,48
26,25
1,40
32,2
13,49
36,37
18,39
25,7
10,30
3,4
5,3
39,2
18,39
40,21
45,6
30,23
43,34
49,33
21,7
33,37
27,49
8,31
13,38
14,25
31,26
39,14
16,20
3,6
27,14
36,43
1,49
24,26
20,8
1,28
18,35
37,44
31,27
37,25
28,19
0,31
14,17
